"gross","movies.Studio","movies.Year","movies.Title"
1266.636,"Universal Pictures",2014,"Lucy"
1250.95601,"Universal Pictures",2014,"Lone Survivor"
1248.7235,"Twentieth Century Fox",2014,"The Fault in Our Stars"
1115.0643,"Twentieth Century Fox",2014,"Mr. Peabody & Sherman"
1065.80051,"Warner Bros.",2014,"300: Rise of an Empire"
1024.27862,"Twentieth Century Fox",2014,"The Maze Runner"
1012.00044,"Paramount Pictures",2014,"Noah"
1015.30738,"Sony Pictures Entertainment (SPE)",2014,"The Equalizer"
1002.06256,"Warner Bros.",2014,"Edge of Tomorrow"
921.686,"Universal Pictures",2014,"Non-Stop"
858.17906,"Sony Pictures Entertainment (SPE)",2014,"Fury"
862.0801,"Universal Pictures",2014,"Dumb and Dumber To"
845.25432,"Warner Bros.",2014,"Tammy"
842.73813,"Warner Bros.",2014,"Annabelle"
839.11193,"Twentieth Century Fox",2014,"The Other Woman"
1501.17807,"Sony Pictures Entertainment (SPE)",2014,"American Hustle"
823.90774,"Twentieth Century Fox",2014,"Let's Be Cops"
780.3162,"Sony Pictures Entertainment (SPE)",2014,"The Monuments Men"
1169.00694,"Paramount Pictures",2014,"The Wolf of Wall Street"
838.50911,"Twentieth Century Fox",2014,"Penguins of Madagascar"
726.88614,"Paramount Pictures",2014,"Hercules"
719.628,"Universal Pictures",2014,"The Purge: Anarchy"
1137.46621,"Twentieth Century Fox",2014,"Night at the Museum: Secret of the Tomb"
669.54149,"Walt Disney Studios Motion Pictures",2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
1280.02372,"Walt Disney Studios Motion Pictures",2014,"Into the Woods"
1156.37895,"Universal Pictures",2014,"Unbroken"
597.00064,"Twentieth Century Fox",2014,"Son of God"
591.65787,"Walt Disney Studios Motion Pictures",2014,"Planes: Fire & Rescue"
586.07007,"Sony Pictures Entertainment (SPE)",2014,"RoboCop"
859.11262,"Sony Pictures Entertainment (SPE)",2014,"Annie"
2583.66855,"Warner Bros.",2014,"The Hobbit: The Desolation of Smaug"
562.80355,"Universal Pictures",2014,"Dracula Untold"
650.14513,"Twentieth Century Fox",2014,"Exodus: Gods and Kings"
542.40821,"Walt Disney Studios Motion Pictures",2014,"The Hundred-Foot Journey"
544.45357,"Warner Bros.",2014,"Horrible Bosses 2"
511.83113,"Walt Disney Studios Motion Pictures",2014,"Muppets Most Wanted"
508.5601,"Universal Pictures",2014,"Ouija"
505.77412,"Paramount Pictures",2014,"Jack Ryan: Shadow Recruit"
504.74843,"Warner Bros.",2014,"If I Stay"
501.51543,"Twentieth Century Fox",2014,"The Book of Life"
476.02194,"Warner Bros.",2014,"Into the Storm"
470.47013,"Warner Bros.",2014,"Jersey Boys"
471.19388,"Warner Bros.",2014,"The Judge"
462.9461,"Warner Bros.",2014,"Blended"
450.90374,"The Weinstein Company",2014,"The Giver"
435.77636,"Walt Disney Studios Motion Pictures",2014,"Need for Speed"
431.393,"Universal Pictures",2014,"A Million Ways to Die in the West"
441.37712,"The Weinstein Company",2014,"St. Vincent"
430.37835,"Lionsgate",2014,"John Wick"
420.24533,"Warner Bros.",2014,"Dolphin Tale 2"
393.22544,"Lionsgate",2014,"The Expendables 3"
833.0158,"Walt Disney Studios Motion Pictures",2014,"Saving Mr. Banks"
385.43473,"Sony Pictures Entertainment (SPE)",2014,"Sex Tape"
377.3881,"The Weinstein Company",2014,"August: Osage County"
364.57627,"Walt Disney Studios Motion Pictures",2014,"Million Dollar Arm"
1251.68368,"Paramount Pictures",2014,"Anchorman 2: The Legend Continues"
342.9632,"Warner Bros.",2014,"This Is Where I Leave You"
324.62372,"Paramount Pictures",2014,"Paranormal Activity: The Marked Ones"
307.031,"Universal Pictures",2014,"Get on Up"
4246.68047,"Lionsgate",2014,"The Hunger Games: Catching Fire"
288.42237,"Lionsgate",2014,"Draft Day"
582.36838,"Twentieth Century Fox",2014,"The Secret Life of Walter Mitty"
263.076,"Universal Pictures",2014,"A Walk Among the Tombstones"
255.68251,"Warner Bros.",2014,"Her"
234.3825,"Universal Pictures",2014,"Endless Love"
230.22309,"Warner Bros.",2014,"Transcendence"
213.211,"Universal Pictures",2014,"As Above, So Below"
253.17471,"Paramount Pictures",2014,"Top Five"
377.09979,"The Weinstein Company",2014,"Philomena"
911.25683,"The Weinstein Company",2014,"The Imitation Game"
2740.92705,"Warner Bros.",2014,"Gravity"
190.7529,"Lionsgate",2014,"I, Frankenstein"
336.80992,"Paramount Pictures",2014,"The Gambler"
188.48538,"Lionsgate",2014,"The Legend of Hercules"
177.80194,"Walt Disney Studios Motion Pictures",2014,"Bears"
173.9077,"Lionsgate",2014,"Addicted"
161.70632,"The Weinstein Company",2014,"Begin Again"
159.73881,"Lionsgate",2014,"The Single Moms Club"
158.21461,"Twentieth Century Fox",2014,"Devil's Due"
149.04384,"Lionsgate",2014,"Step Up All In"
383.62475,"Universal Pictures",2014,"47 Ronin"
144.44502,"Lionsgate",2014,"America: Imagine the World Without Her"
298.0726,"Warner Bros.",2014,"Grudge Match"
133.71528,"Paramount Pictures",2014,"Labor Day"
126.00231,"Warner Bros.",2014,"Winter's Tale"
360.76121,"Twentieth Century Fox",2014,"Walking with Dinosaurs 3D"
176.54912,"Paramount Pictures",2014,"Nebraska"
85.09867,"Lionsgate",2014,"The Quiet Ones"
112.72213,"Warner Bros.",2014,"Island of Lemurs: Madagascar"
77.91979,"The Weinstein Company",2014,"Vampire Academy"
525.43354,"Lionsgate",2014,"A Madea Christmas"
63.82924,"Lionsgate",2014,"Cantinflas"
144.82031,"The Weinstein Company",2014,"Big Eyes"
55.71497,"Lionsgate",2014,"Cesar Chavez"
52.0958,"Walt Disney Studios Motion Pictures",2014,"The Wind Rises"
525.22904,"Warner Bros.",2014,"Hubble 3D"
44.38438,"The Weinstein Company",2014,"The Railway Man"
2063.6214,"Walt Disney Studios Motion Pictures",2014,"Thor: The Dark World"
35.80343,"Sony Pictures Entertainment (SPE)",2014,"Ghostbusters"
61.05175,"Sony Pictures Entertainment (SPE)",2014,"The Interview"
33.22127,"Warner Bros.",2014,"Veronica Mars"
214.88481,"Twentieth Century Fox",2014,"The Book Thief"
83.23085,"The Weinstein Company",2014,"Mandela: Long Walk to Freedom"
1197.93567,"Sony Pictures Entertainment (SPE)",2014,"Cloudy with a Chance of Meatballs 2"
27.22209,"Warner Bros.",2014,"The Good Lie"
27.56333,"Twentieth Century Fox",2014,"The Pyramid"
6522.70625,"Universal Pictures",2015,"Jurassic World"
9366.62225,"Walt Disney Studios Motion Pictures",2015,"Star Wars: Episode VII - The Force Awakens"
4590.05868,"Walt Disney Studios Motion Pictures",2015,"Avengers: Age of Ultron"
3564.61711,"Walt Disney Studios Motion Pictures",2015,"Inside Out"
3530.0702,"Universal Pictures",2015,"Furious 7"
3501.26372,"Warner Bros.",2015,"American Sniper"
3360.4577,"Universal Pictures",2015,"Minions"
2817.23902,"Lionsgate",2015,"The Hunger Games: Mockingjay - Part 2"
2284.33663,"Twentieth Century Fox",2015,"The Martian"
2011.51353,"Walt Disney Studios Motion Pictures",2015,"Cinderella"
2000.74609,"Sony Pictures Entertainment (SPE)",2015,"Spectre"
1950.42377,"Paramount Pictures",2015,"Mission: Impossible - Rogue Nation"
1842.9623,"Universal Pictures",2015,"Pitch Perfect 2"
1802.02163,"Walt Disney Studios Motion Pictures",2015,"Ant-Man"
1773.9751,"Twentieth Century Fox",2015,"Home"
1697.0011,"Sony Pictures Entertainment (SPE)",2015,"Hotel Transylvania 2"
1661.6723,"Universal Pictures",2015,"Fifty Shades of Grey"
1629.94032,"Paramount Pictures",2015,"The SpongeBob Movie: Sponge Out of Water"
1611.97785,"Universal Pictures",2015,"Straight Outta Compton"
1551.90832,"Warner Bros.",2015,"San Andreas"
1536.36354,"Warner Bros.",2015,"Mad Max: Fury Road"
1301.79072,"Lionsgate",2015,"The Divergent Series: Insurgent"
1282.61724,"Twentieth Century Fox",2015,"Kingsman: The Secret Service"
1301.78411,"Twentieth Century Fox",2015,"The Peanuts Movie"
1108.25712,"Twentieth Century Fox",2015,"Spy"
1230.8712,"Walt Disney Studios Motion Pictures",2015,"The Good Dinosaur"
1102.127,"Universal Pictures",2015,"Trainwreck"
1097.67581,"Warner Bros.",2015,"Creed"
934.36322,"Walt Disney Studios Motion Pictures",2015,"Tomorrowland"
904.11453,"Warner Bros.",2015,"Get Hard"
897.60956,"Paramount Pictures",2015,"Terminator Genisys"
892.56424,"Twentieth Century Fox",2015,"Taken 3"
816.97192,"Twentieth Century Fox",2015,"Maze Runner: The Scorch Trials"
814.76385,"Universal Pictures",2015,"Ted 2"
800.80379,"Sony Pictures Entertainment (SPE)",2015,"Goosebumps"
787.47585,"Sony Pictures Entertainment (SPE)",2015,"Pixels"
757.64672,"Warner Bros.",2015,"The Intern"
911.25683,"The Weinstein Company",2015,"The Imitation Game"
710.3819,"Sony Pictures Entertainment (SPE)",2015,"Paul Blart: Mall Cop 2"
723.13754,"Walt Disney Studios Motion Pictures",2015,"Bridge of Spies"
660.13057,"Warner Bros.",2015,"Magic Mike XXL"
2551.19788,"Warner Bros.",2015,"The Hobbit: The Battle of the Five Armies"
652.06105,"Universal Pictures",2015,"The Visit"
1503.57137,"Paramount Pictures",2015,"Daddy's Home"
1280.02372,"Walt Disney Studios Motion Pictures",2015,"Into the Woods"
625.75678,"Warner Bros.",2015,"Black Mass"
588.84188,"Warner Bros.",2015,"Vacation"
561.17548,"Twentieth Century Fox",2015,"Fantastic Four"
858.86987,"Twentieth Century Fox",2015,"Alvin and the Chipmunks: The Road Chip"
538.62963,"Warner Bros.",2015,"Focus"
1156.37895,"Universal Pictures",2015,"Unbroken"
524.21953,"The Weinstein Company",2015,"Southpaw"
520.76908,"Paramount Pictures",2015,"Selma"
870.44645,"Universal Pictures",2015,"Sisters"
474.25125,"Twentieth Century Fox",2015,"Poltergeist"
473.87723,"Warner Bros.",2015,"Jupiter Ascending"
468.89293,"Lionsgate",2015,"Sicario"
454.45109,"Warner Bros.",2015,"The Man from U.N.C.L.E."
444.8241,"Walt Disney Studios Motion Pictures",2015,"McFarland, USA"
1137.46621,"Twentieth Century Fox",2015,"Night at the Museum: Secret of the Tomb"
434.8227,"Universal Pictures",2015,"Everest"
430.47372,"Sony Pictures Entertainment (SPE)",2015,"The Night Before"
426.56255,"Warner Bros.",2015,"Max"
426.29776,"Lionsgate",2015,"The Age of Adaline"
427.25475,"Universal Pictures",2015,"Krampus"
374.46117,"Twentieth Century Fox",2015,"The Longest Ride"
354.2338,"Universal Pictures",2015,"The Boy Next Door"
350.8832,"Warner Bros.",2015,"Pan"
345.80201,"Warner Bros.",2015,"Hot Pursuit"
340.30343,"Lionsgate",2015,"The DUFF"
333.07793,"The Weinstein Company",2015,"Woman in Gold"
324.8209,"Universal Pictures",2015,"Unfriended"
323.63404,"Warner Bros.",2015,"Entourage"
320.00304,"Twentieth Century Fox",2015,"Paper Towns"
315.69268,"Sony Pictures Entertainment (SPE)",2015,"Chappie"
310.9032,"Universal Pictures",2015,"Crimson Peak"
859.11262,"Sony Pictures Entertainment (SPE)",2015,"Annie"
564.51232,"Twentieth Century Fox",2015,"Joy"
273.6766,"Lionsgate",2015,"The Last Witch Hunter"
272.88872,"The Weinstein Company",2015,"No Escape"
264.61644,"Warner Bros.",2015,"Run All Night"
263.02731,"Lionsgate",2015,"Love the Coopers"
702.5987,"Paramount Pictures",2015,"The Big Short"
3371.35885,"Lionsgate",2015,"The Hunger Games: Mockingjay - Part 1"
250.20758,"Warner Bros.",2015,"In the Heart of the Sea"
227.6441,"Warner Bros.",2015,"The Gallows"
224.6745,"Twentieth Century Fox",2015,"Hitman: Agent 47"
223.48241,"Paramount Pictures",2015,"Project Almanac"
210.67116,"Sony Pictures Entertainment (SPE)",2015,"Aloha"
193.75982,"Lionsgate",2015,"Shaun the Sheep Movie"
183.00124,"Paramount Pictures",2015,"Paranormal Activity: The Ghost Dimension"
2225.27828,"Walt Disney Studios Motion Pictures",2015,"Big Hero 6"
177.66658,"Universal Pictures",2015,"Steve Jobs"
345.42474,"Sony Pictures Entertainment (SPE)",2015,"Concussion"
172.23265,"Universal Pictures",2015,"Seventh Son"
164.32322,"Walt Disney Studios Motion Pictures",2015,"Monkey Kingdom"
287.82481,"Warner Bros.",2015,"Point Break"
336.80992,"Paramount Pictures",2015,"The Gambler"
144.40985,"Lionsgate",2015,"American Ultra"
136.51946,"The Weinstein Company",2015,"Burnt"
541.17416,"The Weinstein Company",2015,"The Hateful Eight"
124.29583,"Walt Disney Studios Motion Pictures",2015,"Strange Magic"
123.14651,"Paramount Pictures",2015,"Hot Tub Time Machine 2"
122.27722,"Warner Bros.",2015,"The 33"
102.19501,"Twentieth Century Fox",2015,"Unfinished Business"
838.50911,"Twentieth Century Fox",2015,"Penguins of Madagascar"
650.14513,"Twentieth Century Fox",2015,"Exodus: Gods and Kings"
90.80818,"Lionsgate",2015,"Huevos: Little Rooster's Egg-cellent Adventure"
1880.20017,"Paramount Pictures",2015,"Interstellar"
144.82031,"The Weinstein Company",2015,"Big Eyes"
80.0598,"Universal Pictures",2015,"Blackhat"
76.96134,"Lionsgate",2015,"Mortdecai"
70.02261,"Warner Bros.",2015,"Our Brand Is Crisis"
81.10975,"Warner Bros.",2015,"Inherent Vice"
57.75076,"Twentieth Century Fox",2015,"Victor Frankenstein"
253.17471,"Paramount Pictures",2015,"Top Five"
525.22904,"Warner Bros.",2015,"Hubble 3D"
41.96641,"Warner Bros.",2015,"The Water Diviner"
127.11491,"The Weinstein Company",2015,"Carol"
37.03046,"Paramount Pictures",2015,"Scouts Guide to the Zombie Apocalypse"
36.29842,"Lionsgate",2015,"A la mala"
36.18912,"Lionsgate",2015,"Spare Parts"
35.91417,"Warner Bros.",2015,"We Are Your Friends"
30.63505,"Lionsgate",2015,"Ladrones"
544.45357,"Warner Bros.",2015,"Horrible Bosses 2"
25.83301,"Paramount Pictures",2015,"Captive"
61.05175,"Sony Pictures Entertainment (SPE)",2015,"The Interview"
4862.95561,"Walt Disney Studios Motion Pictures",2016,"Finding Dory"
5321.77324,"Walt Disney Studios Motion Pictures",2016,"Rogue One: A Star Wars Story"
4080.84349,"Walt Disney Studios Motion Pictures",2016,"Captain America: Civil War"
3683.8433,"Universal Pictures",2016,"The Secret Life of Pets"
3640.01123,"Walt Disney Studios Motion Pictures",2016,"The Jungle Book"
3630.70709,"Twentieth Century Fox",2016,"Deadpool"
3412.68248,"Walt Disney Studios Motion Pictures",2016,"Zootopia"
3303.60194,"Warner Bros.",2016,"Batman v Superman: Dawn of Justice"
3251.00054,"Warner Bros.",2016,"Suicide Squad"
9366.62225,"Walt Disney Studios Motion Pictures",2016,"Star Wars: Episode VII - The Force Awakens"
2326.4192,"Walt Disney Studios Motion Pictures",2016,"Doctor Strange"
2340.37575,"Warner Bros.",2016,"Fantastic Beasts and Where to Find Them"
2487.57044,"Walt Disney Studios Motion Pictures",2016,"Moana"
1836.37894,"Twentieth Century Fox",2016,"The Revenant"
1624.3441,"Universal Pictures",2016,"Jason Bourne"
1588.4834,"Paramount Pictures",2016,"Star Trek Beyond"
1554.42489,"Twentieth Century Fox",2016,"X-Men: Apocalypse"
2703.95425,"Universal Pictures",2016,"Sing"
1537.07064,"Twentieth Century Fox",2016,"Trolls"
1435.28619,"Twentieth Century Fox",2016,"Kung Fu Panda 3"
1283.50574,"Sony Pictures Entertainment (SPE)",2016,"Ghostbusters"
1274.40871,"Warner Bros.",2016,"Central Intelligence"
1266.43061,"Warner Bros.",2016,"The Legend of Tarzan"
1250.70033,"Warner Bros.",2016,"Sully"
1075.09366,"Sony Pictures Entertainment (SPE)",2016,"The Angry Birds Movie"
1031.44286,"Twentieth Century Fox",2016,"Independence Day: Resurgence"
1024.70008,"Warner Bros.",2016,"The Conjuring 2"
976.85686,"Sony Pictures Entertainment (SPE)",2016,"Sausage Party"
934.32655,"Sony Pictures Entertainment (SPE)",2016,"The Magnificent Seven"
1005.46139,"Paramount Pictures",2016,"Arrival"
912.2183,"Universal Pictures",2016,"Ride Along 2"
872.42834,"Twentieth Century Fox",2016,"Miss Peregrine's Home for Peculiar Children"
862.60045,"Warner Bros.",2016,"The Accountant"
1503.57137,"Paramount Pictures",2016,"Daddy's Home"
820.51601,"Paramount Pictures",2016,"Teenage Mutant Ninja Turtles: Out of the Shadows"
792.13375,"Universal Pictures",2016,"The Purge: Election Year"
770.41381,"Walt Disney Studios Motion Pictures",2016,"Alice Through the Looking Glass"
762.33151,"Walt Disney Studios Motion Pictures",2016,"Pete's Dragon"
753.95035,"Universal Pictures",2016,"The Girl on the Train"
732.06343,"Lionsgate",2016,"Boo! A Madea Halloween"
726.79278,"Warner Bros.",2016,"Storks"
720.82998,"Paramount Pictures",2016,"10 Cloverfield Lane"
672.68835,"Warner Bros.",2016,"Lights Out"
661.84051,"Lionsgate",2016,"Allegiant"
650.7554,"Lionsgate",2016,"Now You See Me 2"
672.09615,"Lionsgate",2016,"Hacksaw Ridge"
640.63008,"Twentieth Century Fox",2016,"Ice Age: Collision Course"
632.85885,"Universal Pictures",2016,"The Boss"
614.33527,"Lionsgate",2016,"Deepwater Horizon"
596.89605,"Universal Pictures",2016,"My Big Fat Greek Wedding 2"
586.97076,"Paramount Pictures",2016,"Jack Reacher: Never Go Back"
562.45075,"Warner Bros.",2016,"Me Before You"
554.8377,"Walt Disney Studios Motion Pictures",2016,"The BFG"
554.55765,"Universal Pictures",2016,"Neighbors 2: Sorority Rising"
1000.14699,"Sony Pictures Entertainment (SPE)",2016,"Passengers"
551.24043,"Sony Pictures Entertainment (SPE)",2016,"The Shallows"
540.30051,"Warner Bros.",2016,"Barbershop: The Next Cut"
528.53219,"Paramount Pictures",2016,"13 Hours"
547.67494,"Paramount Pictures",2016,"Office Christmas Party"
483.9019,"Universal Pictures",2016,"The Huntsman: Winter's War"
473.6529,"Universal Pictures",2016,"Warcraft"
468.43513,"Warner Bros.",2016,"How to Be Single"
702.5987,"Paramount Pictures",2016,"The Big Short"
460.09673,"Twentieth Century Fox",2016,"Mike and Dave Need Wedding Dates"
430.34523,"Warner Bros.",2016,"War Dogs"
421.5878,"Universal Pictures",2016,"Almost Christmas"
541.17416,"The Weinstein Company",2016,"The Hateful Eight"
400.98064,"Paramount Pictures",2016,"Allied"
385.83626,"Lionsgate",2016,"Nerve"
870.44645,"Universal Pictures",2016,"Sisters"
368.80033,"Sony Pictures Entertainment (SPE)",2016,"Risen"
546.47948,"Twentieth Century Fox",2016,"Assassin's Creed"
362.61763,"Warner Bros.",2016,"The Nice Guys"
355.93113,"Lionsgate",2016,"Dirty Grandpa"
351.44505,"Universal Pictures",2016,"Ouija: Origin of Evil"
349.16787,"Sony Pictures Entertainment (SPE)",2016,"The 5th Wave"
343.43574,"Sony Pictures Entertainment (SPE)",2016,"Inferno"
311.53464,"Lionsgate",2016,"Gods of Egypt"
1511.01803,"Lionsgate",2016,"La La Land"
603.23786,"Twentieth Century Fox",2016,"Why Him?"
304.98085,"Universal Pictures",2016,"Hail, Caesar!"
858.86987,"Twentieth Century Fox",2016,"Alvin and the Chipmunks: The Road Chip"
288.48693,"Paramount Pictures",2016,"Zoolander 2"
564.51232,"Twentieth Century Fox",2016,"Joy"
275.69558,"Walt Disney Studios Motion Pictures",2016,"The Finest Hours"
273.8377,"Paramount Pictures",2016,"Florence Foster Jenkins"
270.07844,"Lionsgate",2016,"Hell or High Water"
264.10477,"Paramount Pictures",2016,"Ben-Hur"
576.82904,"Paramount Pictures",2016,"Fences"
310.16021,"Warner Bros.",2016,"Collateral Beauty"
242.5242,"Universal Pictures",2016,"Bridget Jones's Baby"
235.91043,"Universal Pictures",2016,"Kevin Hart: What Now?"
230.83334,"Paramount Pictures",2016,"Whiskey Tango Foxtrot"
212.18403,"Lionsgate",2016,"Mechanic: Resurrection"
207.77061,"Lionsgate",2016,"Blair Witch"
205.91853,"Warner Bros.",2016,"Keanu"
200.07149,"Lionsgate",2016,"Middle School: The Worst Years of My Life"
187.30891,"Lionsgate",2016,"The Choice"
345.42474,"Sony Pictures Entertainment (SPE)",2016,"Concussion"
170.62499,"Lionsgate",2016,"Norm of the North"
157.89389,"Twentieth Century Fox",2016,"Eddie the Eagle"
149.04426,"Twentieth Century Fox",2016,"Keeping Up with the Joneses"
147.08696,"Lionsgate",2016,"Criminal"
287.82481,"Warner Bros.",2016,"Point Break"
125.45979,"Walt Disney Studios Motion Pictures",2016,"The Light Between Oceans"
1230.8712,"Walt Disney Studios Motion Pictures",2016,"The Good Dinosaur"
2817.23902,"Lionsgate",2016,"The Hunger Games: Mockingjay - Part 2"
111.03205,"Lionsgate",2016,"Café Society"
1097.67581,"Warner Bros.",2016,"Creed"
96.69521,"Lionsgate",2016,"The Perfect Match"
96.39125,"Universal Pictures",2016,"Popstar: Never Stop Never Stopping"
127.11491,"The Weinstein Company",2016,"Carol"
88.74389,"Walt Disney Studios Motion Pictures",2016,"Queen of Katwe"
80.05586,"Lionsgate",2016,"The Wild Life"
68.74837,"Sony Pictures Entertainment (SPE)",2016,"The Brothers Grimsby"
517.38905,"The Weinstein Company",2016,"Lion"
47.12792,"The Weinstein Company",2016,"Hands of Stone"
39.15251,"Twentieth Century Fox",2016,"Morgan"
37.12282,"Warner Bros.",2016,"Midnight Special"
37.59286,"Paramount Pictures",2016,"Anomalisa"
36.52206,"Twentieth Century Fox",2016,"Rules Don't Apply"
34.00278,"Paramount Pictures",2016,"Everybody Wants Some!!"
32.37118,"The Weinstein Company",2016,"Sing Street"
32.32685,"Sony Pictures Entertainment (SPE)",2016,"The Mermaid"
2284.33663,"Twentieth Century Fox",2016,"The Martian"
30.00342,"Twentieth Century Fox",2016,"The Other Side of the Door"
6201.81382,"Walt Disney Studios Motion Pictures",2017,"Star Wars: Episode VIII - The Last Jedi"
5040.14165,"Walt Disney Studios Motion Pictures",2017,"Beauty and the Beast"
4125.63408,"Warner Bros.",2017,"Wonder Woman"
3898.13101,"Walt Disney Studios Motion Pictures",2017,"Guardians of the Galaxy Vol. 2"
3342.0114,"Sony Pictures Entertainment (SPE)",2017,"Spider-Man: Homecoming"
3274.81748,"Warner Bros.",2017,"It"
3150.58289,"Walt Disney Studios Motion Pictures",2017,"Thor: Ragnarok"
2646.243,"Universal Pictures",2017,"Despicable Me 3"
2262.77068,"Twentieth Century Fox",2017,"Logan"
2260.08385,"Universal Pictures",2017,"The Fate of the Furious"
2290.24295,"Warner Bros.",2017,"Justice League"
1880.45546,"Warner Bros.",2017,"Dunkirk"
2104.60015,"Walt Disney Studios Motion Pictures",2017,"Coco"
1757.50384,"Warner Bros.",2017,"The Lego Batman Movie"
1760.40665,"Universal Pictures",2017,"Get Out"
1750.03033,"Twentieth Century Fox",2017,"The Boss Baby"
1725.58876,"Walt Disney Studios Motion Pictures",2017,"Pirates of the Caribbean: Dead Men Tell No Tales"
4045.1548,"Sony Pictures Entertainment (SPE)",2017,"Jumanji: Welcome to the Jungle"
1680.52812,"Warner Bros.",2017,"Kong: Skull Island"
1696.07287,"Twentieth Century Fox",2017,"Hidden Figures"
1529.01115,"Walt Disney Studios Motion Pictures",2017,"Cars 3"
1468.80162,"Twentieth Century Fox",2017,"War for the Planet of the Apes"
1382.91365,"Universal Pictures",2017,"Split"
1301.68683,"Paramount Pictures",2017,"Transformers: The Last Knight"
5321.77324,"Walt Disney Studios Motion Pictures",2017,"Rogue One: A Star Wars Story"
1324.22809,"Lionsgate",2017,"Wonder"
1511.01803,"Lionsgate",2017,"La La Land"
2703.95425,"Universal Pictures",2017,"Sing"
1151.71585,"Universal Pictures",2017,"Girls Trip"
1145.8125,"Universal Pictures",2017,"Fifty Shades Darker"
1020.92201,"Warner Bros.",2017,"Annabelle: Creation"
1040.29443,"Paramount Pictures",2017,"Daddy's Home 2"
1028.26543,"Twentieth Century Fox",2017,"Murder on the Orient Express"
1002.29647,"Twentieth Century Fox",2017,"Kingsman: The Golden Circle"
920.29184,"Lionsgate",2017,"John Wick: Chapter 2"
920.54159,"Warner Bros.",2017,"Blade Runner 2049"
860.89513,"Sony Pictures Entertainment (SPE)",2017,"The Emoji Movie"
853.6445,"Lionsgate",2017,"Power Rangers"
802.27895,"Universal Pictures",2017,"The Mummy"
754.68583,"Lionsgate",2017,"The Hitman's Bodyguard"
742.62031,"Twentieth Century Fox",2017,"Alien: Covenant"
739.21,"Twentieth Century Fox",2017,"Captain Underpants: The First Epic Movie"
645.0862,"Universal Pictures",2017,"A Dog's Purpose"
1048.9753,"Universal Pictures",2017,"Pitch Perfect 3"
592.81555,"Warner Bros.",2017,"The Lego Ninjago Movie"
580.60186,"Paramount Pictures",2017,"Baywatch"
573.86418,"Lionsgate",2017,"The Shack"
556.83845,"Universal Pictures",2017,"Happy Death Day"
